StartDate,StartTime,EndDate,EndTime,Duration,IPAddress,Latitude,Longitude,User,learn_sent,think_sent,curious,enjoy_sent,more_course,empat_sent,cred_sent,feel_sent,assist_sent,uncomf_sent,indiff_sent,intres_sent,amia_sent,arrog_sent,friend_sent,empath_host,cred_host,feel_host,assit_host,uncomf_host,indiff_host,intres_host,amia_host,arrog_host,friend_host,1stQ,2ndQ,Male,Age,Expr,Educ,enthus_self,critic_self,dissip_self,anx_self,openm_self,intro_self,simp_self,unorg_self,stable_self,uncreat_self,typeB,score,Period
30/03/2020,5:20:20,30/03/2020,5:24:03,222,77.137.84.118,32.0664978,34.76519775,1234562130,3,2,3,4,4,1,2,2,1,3,4,4,2,5,2,3,2,4,4,2,1,5,2,3,4,4,2,1,21,2,1,2,4,4,3,5,4,7,2,6,4,0,100,1
30/03/2020,9:42:56,30/03/2020,9:52:38,582,80.179.57.107,32.07170105,34.81530762,1234562131,2,2,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,5,5,1,1,5,1,4,2,0,15,1,1,4,5,3,3,6,1,7,3,2,1,0,100,1
30/03/2020,16:17:46,30/03/2020,16:23:09,322,37.46.34.100,32.0664978,34.76519775,1234562131,2,1,2,1,2,1,1,2,1,5,4,2,3,5,3,2,2,3,3,5,3,2,2,5,3,4,2,1,37,4,3,3,2,7,1,6,4,4,1,7,1,0,100,1
30/03/2020,10:30:57,30/03/2020,10:34:50,233,217.132.60.240,32.0664978,34.76519775,1234562133,1,1,1,1,4,2,2,4,1,4,1,2,2,3,3,4,3,5,5,5,1,1,1,5,3,4,2,1,26,3,3,5,5,6,4,7,2,7,2,7,1,0,75,1
30/03/2020,11:32:21,30/03/2020,11:37:08,286,5.28.161.62,32.08210754,34.81219482,1234562136,3,3,3,3,3,4,4,5,2,3,3,4,4,3,3,2,2,3,3,3,3,3,2,4,2,4,2,0,39,4,4,1,4,7,3,7,6,5,1,7,4,0,88,1
30/03/2020,11:33:18,30/03/2020,11:39:39,380,185.120.126.14,32.0664978,34.76519775,1234562137,5,4,4,3,2,4,3,2,5,4,2,5,4,3,4,3,3,2,4,4,3,4,5,2,5,4,2,1,24,2,1,2,3,6,2,7,7,6,2,7,1,0,100,1
30/03/2020,10:25:10,30/03/2020,10:30:56,345,109.253.213.181,32.0664978,34.76519775,1234562138,3,3,4,2,2,2,3,3,3,4,2,3,2,4,2,3,2,4,5,4,2,2,2,5,2,4,2,1,19,2,1,2,5,7,1,6,6,6,2,7,4,0,100,1
30/03/2020,9:45:49,30/03/2020,9:57:44,714,80.179.57.107,32.07170105,34.81530762,1234562139,2,2,2,1,1,1,1,1,2,5,5,2,1,5,2,1,1,2,1,5,5,1,1,5,2,3,2,0,49,4,3,5,4,6,4,6,4,6,1,4,3,0,88,1
30/03/2020,9:09:00,30/03/2020,9:14:00,281,93.172.142.203,32.0664978,34.76519775,1234562140,3,3,2,2,1,4,2,4,1,4,3,2,2,2,2,1,1,1,2,4,4,3,2,4,2,4,2,0,24,2,3,5,5,3,5,5,3,5,1,4,3,1,100,1
30/03/2020,12:18:00,30/03/2020,12:21:00,198,82.81.46.207,32.0664978,34.76519775,1234562141,1,1,4,4,3,2,1,1,1,1,5,2,1,1,3,4,5,4,1,1,3,4,4,1,5,4,2,1,26,4,3,3,3,6,1,5,7,4,1,7,3,1,75,1
30/03/2020,12:56:00,30/03/2020,13:00:00,216,5.29.75.131,32.08210754,34.81219482,1234562142,5,5,4,5,4,4,4,3,5,1,1,4,4,2,3,4,5,3,4,1,1,4,4,1,3,4,2,1,25,3,3,1,2,6,1,6,6,5,1,7,2,1,88,1
30/03/2020,12:02:00,30/03/2020,12:06:00,220,109.67.17.168,32.0664978,34.76519775,1234562145,2,3,4,4,5,4,5,5,5,2,1,3,4,2,4,3,4,2,3,2,2,4,3,2,4,4,2,1,34,4,4,5,5,6,1,5,2,5,1,6,3,1,100,1
30/03/2020,12:06:00,30/03/2020,12:10:00,251,109.67.17.168,32.0664978,34.76519775,1234562146,2,2,1,1,1,1,1,2,1,5,5,1,1,5,1,1,1,1,1,5,5,1,1,5,1,4,2,0,35,4,3,3,5,7,4,2,6,6,1,7,1,1,88,1
30/03/2020,11:58:00,30/03/2020,12:07:00,497,79.176.229.126,32.0664978,34.76519775,1234562149,2,2,2,1,1,1,1,3,2,5,5,2,2,5,2,2,3,3,3,4,4,1,2,5,3,1,2,0,55,4,2,5,2,5,4,6,4,7,5,5,2,1,100,1
31/03/2020,10:26:01,31/03/2020,10:30:10,248,80.179.57.107,32.07170105,34.81530762,1234561079,1,1,1,1,1,1,1,1,1,5,5,1,1,5,1,1,1,1,1,5,5,1,1,5,1,4,2,0,15,1,1,7,6,1,5,5,1,7,6,1,1,0,100,1
31/03/2020,9:58:44,31/03/2020,10:07:13,509,176.12.253.89,32.0664978,34.76519775,1234561080,4,3,4,5,5,4,5,3,5,2,1,4,5,3,4,2,4,1,3,3,3,4,4,1,3,4,2,1,19,2,3,2,5,3,2,5,6,4,4,6,4,0,88,1
31/03/2020,13:16:40,31/03/2020,13:19:49,188,2.55.37.57,32.08210754,34.81219482,1234561144,5,4,5,4,3,2,3,3,3,5,4,2,3,3,3,5,5,5,5,5,5,5,4,5,3,4,2,1,31,4,3,4,4,6,2,7,3,3,2,7,1,0,100,1
31/03/2020,13:06:11,31/03/2020,13:08:57,166,192.114.91.212,31.7808075,35.22869873,1234561146,2,5,5,5,5,5,5,5,5,3,2,5,5,1,5,3,2,2,2,4,3,5,3,2,3,4,2,1,31,2,3,1,5,4,7,7,4,7,4,4,4,0,88,1
31/03/2020,10:03:32,31/03/2020,10:12:58,566,85.250.208.60,32.0664978,34.76519775,1234561185,2,2,3,2,1,2,1,5,2,5,5,1,2,2,3,5,1,5,5,5,4,1,2,4,2,4,2,0,30,4,4,5,5,7,3,5,2,5,1,5,5,0,75,1
31/03/2020,8:45:55,31/03/2020,8:52:58,423,87.71.14.194,32.0664978,34.76519775,1234561188,2,3,1,1,1,1,1,4,2,5,5,2,3,5,4,3,1,4,2,4,2,1,3,5,3,4,2,0,63,4,4,2,1,6,5,7,1,7,3,6,1,0,100,1
31/03/2020,12:13:11,31/03/2020,12:17:08,236,93.173.231.106,32.0664978,34.76519775,1234561189,4,4,3,3,2,2,2,3,2,4,3,2,2,5,2,2,2,3,2,3,3,2,2,3,2,4,2,0,30,4,3,2,2,6,5,5,4,5,2,5,3,0,88,1
31/03/2020,10:01:45,31/03/2020,10:03:49,124,93.173.19.90,32.0664978,34.76519775,1234561190,5,4,4,4,3,4,2,5,3,5,2,3,2,4,1,5,5,5,5,5,1,3,4,3,4,4,2,1,33,4,3,6,5,5,6,7,2,7,6,5,7,0,100,1
31/03/2020,6:29:13,31/03/2020,6:33:10,237,31.168.116.98,32.0664978,34.76519775,1234561213,5,5,5,5,5,5,5,5,5,1,1,5,4,3,4,5,5,5,5,1,1,5,5,1,5,4,4,1,22,2,1,2,2,7,2,7,5,7,1,6,3,0,88,1
31/03/2020,7:20:07,31/03/2020,7:23:53,226,77.126.48.65,32.0664978,34.76519775,1234561417,3,3,2,3,3,3,3,3,3,4,3,1,1,4,3,2,3,2,2,2,4,3,4,1,3,4,2,0,25,2,3,4,4,6,3,5,3,6,1,6,1,0,100,1
31/03/2020,7:49:24,31/03/2020,7:53:12,228,62.0.25.120,32.61019897,35.290802,1234561418,3,2,2,2,2,1,1,2,2,5,5,2,2,3,3,3,1,3,5,5,4,2,3,3,3,4,2,1,34,4,3,5,5,3,5,4,3,6,5,3,3,0,100,1
31/03/2020,12:43:06,31/03/2020,13:06:59,1433,87.70.200.105,31.5,34.75,1234561420,4,5,4,5,5,4,4,3,4,2,3,4,3,3,3,4,3,3,3,2,3,3,3,2,4,4,2,1,51,4,4,2,3,6,2,4,6,6,3,6,3,0,75,1
31/03/2020,9:37:26,31/03/2020,9:44:05,398,5.28.161.62,32.08210754,34.81219482,1234562134,1,1,1,1,1,1,1,3,1,5,5,1,1,5,1,1,1,3,1,5,5,1,1,5,3,4,3,1,45,3,2,4,3,6,3,7,4,5,1,4,4,0,75,1
31/03/2020,9:29:09,31/03/2020,9:43:00,831,5.28.161.62,32.08210754,34.81219482,1234562135,4,3,5,5,5,3,2,5,3,5,4,2,1,4,2,3,4,4,2,1,2,1,1,4,2,4,2,0,19,1,1,4,2,6,5,7,6,7,2,4,3,0,88,1
31/03/2020,6:41:00,31/03/2020,6:43:00,149,109.186.126.78,32.0664978,34.76519775,1234562144,5,4,5,5,5,2,5,2,4,1,3,5,5,3,4,5,5,3,3,1,3,5,5,2,4,4,2,0,30,4,3,3,3,6,5,4,5,7,2,4,4,1,63,1
31/03/2020,2:16:00,31/03/2020,2:20:00,261,62.219.239.206,32.0664978,34.76519775,1234562148,4,4,4,5,2,4,3,3,4,2,2,2,2,1,2,2,3,1,1,3,1,1,2,1,1,3,2,1,26,3,3,3,3,5,4,5,4,5,4,5,3,1,25,1
31/03/2020,11:35:00,03/04/2020,7:50:00,3239,176.229.204.146,32.0664978,34.76519775,1234561081,2,4,5,3,3,2,4,3,4,5,2,4,4,2,4,4,4,3,3,5,3,4,3,1,4,4,2,1,30,4,3,5,6,4,2,7,1,6,2,5,1,0,88,1
01/04/2020,3:30:08,01/04/2020,3:35:51,342,79.183.218.221,31.7808075,35.22869873,1234561329,5,4,4,4,2,4,3,4,2,3,2,3,3,2,3,5,5,5,5,5,2,5,5,5,4,4,2,0,27,2,4,3,4,5,5,5,6,5,3,5,2,0,88,1
01/04/2020,9:18:00,01/04/2020,9:22:00,229,79.176.197.101,32.18080139,34.86720276,1234561217,2,5,5,4,3,5,5,5,5,1,1,5,5,1,5,5,5,5,5,1,1,5,5,1,5,4,2,1,21,2,1,1,4,6,1,7,4,5,2,7,3,1,88,1
02/04/2020,2:00:01,02/04/2020,2:07:33,452,37.142.4.97,32.0664978,34.76519775,1234561323,5,5,5,5,5,3,5,1,4,1,1,5,5,1,5,3,5,1,1,1,1,3,5,1,5,4,5,0,23,2,3,5,5,5,6,6,4,6,4,6,2,0,75,1
02/04/2020,8:54:27,02/04/2020,9:03:47,559,109.67.185.214,32.0664978,34.76519775,1234561401,3,3,4,4,5,4,4,4,4,4,2,4,3,3,3,4,4,4,4,4,2,4,3,3,3,4,2,1,30,4,3,6,4,6,5,5,2,6,2,3,2,0,88,1
02/04/2020,8:17:50,02/04/2020,8:22:11,261,5.102.229.142,32.0664978,34.76519775,1234561402,3,3,1,1,1,4,2,2,2,4,5,1,1,3,2,2,2,3,5,5,5,2,2,4,2,4,2,1,30,3,3,3,3,6,1,7,2,4,5,7,1,0,88,1
03/04/2020,7:09:43,03/04/2020,7:14:13,270,87.70.29.75,32.0664978,34.76519775,1234561421,2,3,3,2,2,3,5,5,3,5,4,4,3,5,2,3,3,3,3,3,5,3,3,5,3,4,2,0,22,3,3,2,5,6,4,6,4,5,2,5,4,0,75,1
03/04/2020,7:57:00,03/04/2020,8:02:00,277,176.229.204.146,32.0664978,34.76519775,1234561082,5,5,4,5,3,5,4,3,4,1,2,4,4,2,3,4,5,5,3,2,3,4,5,2,4,1,5,1,26,2,3,3,4,5,3,5,5,3,4,4,3,0,88,1
03/04/2020,8:00:00,03/04/2020,8:02:00,83,77.125.105.172,32.0664978,34.76519775,1234561083,4,3,4,3,2,2,5,5,1,2,1,3,3,3,4,4,3,4,4,2,3,5,4,3,5,3,2,1,22,2,3,5,6,4,5,5,5,6,7,7,7,0,50,1
03/04/2020,8:08:00,03/04/2020,8:11:00,188,77.126.6.89,32.0664978,34.76519775,1234561084,4,4,5,4,3,4,5,4,5,2,1,5,4,2,4,3,4,2,2,1,4,3,2,4,3,4,2,1,25,2,3,4,2,6,2,6,5,7,3,6,3,0,88,1
03/04/2020,9:07:00,03/04/2020,9:29:00,1358,77.139.183.174,32.0664978,34.76519775,1234561085,2,2,3,3,1,2,4,3,2,1,3,3,4,1,3,3,3,3,2,2,2,3,3,3,3,4,2,1,26,3,3,3,7,7,2,7,5,5,1,5,3,0,75,1
03/04/2020,8:04:00,03/04/2020,8:10:00,344,2.53.4.222,32.0664978,34.76519775,1234561086,3,4,4,3,4,3,2,3,1,5,4,2,1,3,3,3,1,3,1,5,4,2,1,5,1,4,5,1,23,3,3,3,4,6,2,5,6,4,1,7,4,0,100,1
03/04/2020,8:07:00,03/04/2020,8:10:00,176,213.57.50.212,31.89430237,34.81919861,1234561087,3,3,4,4,2,2,4,1,2,1,4,3,3,2,2,1,3,1,1,3,2,1,1,3,2,4,2,1,27,3,3,4,5,7,3,5,5,2,1,5,5,0,88,1
03/04/2020,7:41:00,03/04/2020,7:45:00,272,188.64.207.207,32.0664978,34.76519775,1234561088,3,4,3,4,3,1,1,3,1,5,5,2,3,5,1,2,1,5,1,5,5,3,1,5,1,4,2,0,30,4,3,1,6,7,4,5,5,7,1,4,3,0,75,1
03/04/2020,10:16:00,03/04/2020,10:20:00,242,188.64.207.26,32.0664978,34.76519775,1234561089,4,5,4,4,2,4,5,4,4,2,2,4,3,3,4,4,2,4,4,1,4,3,4,2,3,4,2,1,29,4,3,1,4,7,3,6,2,6,1,4,5,0,88,1
03/04/2020,7:39:00,03/04/2020,7:42:00,182,109.186.192.73,32.83920288,35.50140381,1234561090,4,4,4,4,3,5,3,2,3,2,2,4,3,4,2,2,4,2,4,2,3,4,4,2,4,4,2,1,34,3,3,4,6,5,5,3,6,6,4,6,5,0,100,1
03/04/2020,8:34:00,03/04/2020,8:37:00,193,91.205.154.149,32.0664978,34.76519775,1234561092,5,5,5,5,4,1,1,3,1,5,4,1,1,5,1,1,1,4,1,4,3,1,1,5,1,3,2,1,25,2,3,3,6,5,1,7,5,5,4,6,4,0,88,1
03/04/2020,10:06:00,03/04/2020,10:11:00,321,184.153.5.1,40.76530457,-73.95890045,1234561093,3,2,3,3,1,3,3,3,5,3,3,2,3,1,3,1,1,1,1,5,5,1,1,5,1,4,2,1,35,4,2,6,5,5,3,5,1,5,2,6,6,0,63,1
04/04/2020,13:17:36,04/04/2020,13:25:44,488,109.66.99.173,32.0664978,34.76519775,1234561331,3,2,3,3,2,3,4,4,4,5,1,2,3,2,3,3,3,5,5,5,1,2,1,4,1,4,2,0,28,3,4,5,4,6,4,6,2,6,4,6,4,0,75,1
05/04/2020,2:41:33,05/04/2020,2:44:38,185,77.138.134.63,32.81599426,34.98210144,1234561324,3,4,3,2,2,3,4,3,3,2,4,2,3,2,3,2,2,1,1,1,5,1,1,1,1,4,2,1,29,4,4,5,5,5,2,5,4,4,5,5,2,0,100,1
05/04/2020,2:51:23,05/04/2020,2:55:57,273,31.168.11.194,32.0664978,34.76519775,1234561404,3,2,3,3,2,3,2,2,2,5,4,2,2,4,2,3,4,4,4,3,2,4,4,2,3,4,2,1,25,3,3,3,5,7,5,5,4,6,2,5,3,0,75,1
05/04/2020,2:54:18,05/04/2020,3:00:26,368,31.168.11.194,32.0664978,34.76519775,1234561405,1,2,1,1,2,1,1,3,1,5,4,3,4,2,4,4,2,5,5,3,3,4,3,2,3,4,2,0,24,4,3,6,4,6,6,7,4,7,3,6,1,0,100,1
05/04/2020,4:32:11,05/04/2020,4:43:20,669,79.181.21.103,32.0664978,34.76519775,1234561422,2,2,1,2,1,3,2,2,2,5,5,2,2,3,2,3,2,3,2,5,5,2,2,3,2,4,2,0,27,3,2,4,5,6,4,6,7,7,1,6,2,0,100,1
05/04/2020,8:07:43,05/04/2020,8:11:51,247,46.117.4.4,31.61000061,34.76420593,1234561423,5,5,4,4,3,1,1,2,2,5,5,2,2,3,2,4,4,5,5,5,2,4,5,5,5,4,2,1,26,2,3,2,4,6,5,7,6,5,2,6,4,0,75,1
06/04/2020,23:42:49,06/04/2020,23:46:20,211,109.67.72.164,32.0664978,34.76519775,1234561430,1,1,1,1,1,1,1,1,1,5,5,1,1,5,3,5,1,5,5,5,5,1,1,5,3,4,2,0,28,4,2,3,3,5,4,6,7,7,1,5,7,0,100,1
07/04/2020,2:10:46,07/04/2020,2:18:13,446,37.142.4.129,32.15209961,34.88859558,1234561333,4,2,4,5,1,3,5,3,5,1,3,3,4,1,4,5,4,1,4,1,3,4,5,1,4,4,2,0,26,2,3,4,4,7,3,5,1,7,4,3,4,0,88,1
07/04/2020,3:26:11,07/04/2020,3:34:57,526,176.230.89.82,31.9631958,34.80400085,1234561336,4,3,3,2,3,3,2,2,2,5,3,3,2,5,3,5,3,5,4,5,2,3,2,5,2,3,2,1,30,2,2,4,5,5,2,6,4,6,2,6,2,0,100,1
07/04/2020,4:28:38,07/04/2020,4:31:37,178,79.180.109.73,32.0664978,34.76519775,1234561403,2,2,1,1,3,1,1,3,2,5,3,2,1,4,1,2,2,4,5,5,1,3,3,4,2,4,2,1,30,3,3,2,5,6,3,6,3,7,4,6,6,0,88,1
07/04/2020,3:44:37,07/04/2020,4:04:04,1166,5.29.212.75,32.81599426,34.98210144,1234561406,4,3,2,2,2,2,2,4,3,5,5,3,3,5,3,5,2,5,4,5,4,2,2,5,2,4,2,0,52,4,2,4,5,5,3,5,4,5,2,5,2,0,75,1
07/04/2020,11:24:07,07/04/2020,11:38:21,853,5.29.212.75,32.81599426,34.98210144,1234561407,1,2,2,2,2,4,3,2,2,2,4,3,2,2,3,1,2,2,2,4,4,1,2,4,2,4,2,1,58,4,4,4,2,6,2,3,6,6,2,6,3,0,88,1
07/04/2020,12:45:57,07/04/2020,12:51:17,319,5.28.157.17,32.0664978,34.76519775,1234561424,3,4,1,1,2,3,1,2,2,5,5,2,3,2,3,5,1,5,3,5,3,2,2,5,2,4,2,1,23,2,1,3,4,6,4,6,2,6,1,6,4,0,75,1
07/04/2020,1:28:04,07/04/2020,2:04:50,2205,185.3.145.123,32.0664978,34.76519775,1234561426,4,3,4,3,4,3,4,4,4,1,2,3,3,1,5,3,3,3,1,3,3,3,3,1,4,4,2,0,26,2,3,3,3,4,5,2,6,4,4,4,3,0,75,1
07/04/2020,0:29:00,07/04/2020,0:33:06,245,93.172.243.57,32.0664978,34.76519775,1234561428,5,4,5,4,5,4,4,5,5,3,1,5,5,5,5,5,2,5,5,5,5,5,5,5,5,1,2,1,26,3,1,4,4,5,4,6,6,4,3,6,3,0,88,1
07/04/2020,0:37:08,07/04/2020,0:42:12,303,85.64.205.28,32.0664978,34.76519775,1234561431,2,1,2,1,1,3,3,3,1,3,3,3,3,3,3,5,1,1,1,4,4,1,1,5,2,4,5,0,42,4,4,4,5,7,5,5,5,5,1,7,1,0,75,1
08/04/2020,3:35:42,08/04/2020,3:40:35,292,87.68.140.79,32.0664978,34.76519775,1234561425,1,1,2,2,5,1,2,4,5,4,2,5,5,2,5,3,4,1,1,1,1,2,2,1,1,4,2,0,44,4,4,5,2,4,2,6,3,7,4,5,1,0,88,1
12/04/2020,4:28:58,12/04/2020,4:30:48,109,147.161.9.230,32.0664978,34.76519775,1234561337,3,4,3,3,5,3,2,4,3,3,3,2,4,3,2,2,4,3,3,2,1,5,4,3,2,2,4,1,27,4,3,4,6,4,3,5,2,6,4,1,6,0,50,1
12/04/2020,14:12:40,12/04/2020,14:28:00,920,147.161.14.113,31.5,34.75,1234561339,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,1,28,2,3,4,4,4,4,4,4,4,4,4,4,0,88,1
12/04/2020,13:43:53,12/04/2020,13:56:47,773,141.226.13.163,32.0664978,34.76519775,1234561419,1,1,1,1,1,1,1,1,1,5,5,2,1,5,1,2,1,5,1,2,4,3,3,5,4,4,2,0,30,3,3,7,7,7,7,7,1,6,2,1,1,0,88,1
12/04/2020,7:15:11,12/04/2020,7:26:27,676,2.53.35.157,32.0664978,34.76519775,1234561433,2,2,2,2,2,2,1,3,2,4,4,1,2,3,2,3,2,3,2,4,4,2,2,3,3,4,4,1,28,2,3,4,4,6,2,6,3,5,3,5,2,0,100,1
12/04/2020,13:09:28,12/04/2020,13:13:24,235,89.138.12.96,32.0664978,34.76519775,1234561436,4,5,5,5,5,5,5,5,5,1,1,5,5,1,5,3,4,1,1,2,5,3,3,3,3,4,2,0,27,4,3,2,4,6,5,4,2,6,4,4,2,0,88,1
13/04/2020,10:49:28,13/04/2020,11:11:32,1324,77.126.19.49,31.79150391,34.64970398,1234561340,1,1,3,4,4,1,1,1,1,1,5,1,3,4,4,1,5,1,1,1,5,3,3,1,3,4,2,0,38,4,4,1,2,7,3,5,4,6,1,7,4,0,88,1
13/04/2020,7:04:04,13/04/2020,7:16:23,738,79.179.16.151,32.0664978,34.76519775,1234561408,4,4,2,2,4,2,3,3,2,4,4,2,3,4,2,4,4,4,4,2,5,2,4,4,4,4,2,1,30,3,4,4,5,5,1,7,2,6,3,6,4,0,88,1
13/04/2020,11:10:43,13/04/2020,11:13:45,181,141.226.11.54,32.0664978,34.76519775,1234561437,2,2,2,2,3,2,2,2,3,3,4,2,3,4,3,2,2,3,3,3,2,2,2,4,3,4,2,1,28,4,2,4,4,7,5,5,6,6,2,5,1,0,88,1
15/04/2020,11:53:13,15/04/2020,11:57:17,244,80.230.166.136,32.0664978,34.76519775,1234561325,2,2,3,2,2,1,1,1,2,3,4,2,2,4,2,2,2,4,4,3,2,2,2,4,2,4,2,1,30,3,3,5,4,6,4,6,2,5,4,5,4,0,63,1
15/04/2020,13:21:54,15/04/2020,13:25:40,226,80.230.166.136,32.0664978,34.76519775,1234561326,2,2,2,2,2,2,2,3,2,4,3,2,2,3,2,2,2,3,2,5,4,3,2,4,2,4,2,0,30,3,3,6,4,6,4,6,6,4,4,6,4,0,100,1
15/04/2020,9:08:29,15/04/2020,9:12:26,237,109.186.76.144,32.0664978,34.76519775,1234561328,4,4,5,5,5,3,4,4,5,4,3,5,5,2,5,4,4,4,4,2,2,4,5,2,5,4,2,0,30,3,3,2,5,7,6,7,6,7,2,5,4,0,100,1
15/04/2020,12:42:53,15/04/2020,12:50:35,461,62.128.35.227,32.1598053,34.82589722,1234561409,4,4,2,3,4,5,2,4,3,2,2,3,3,1,3,3,2,4,4,4,2,4,2,5,2,4,2,1,29,4,3,4,6,4,4,7,2,7,5,3,2,0,88,1
15/04/2020,9:23:39,15/04/2020,9:30:38,419,79.177.66.0,32.0664978,34.76519775,1234561412,4,3,3,4,3,2,2,4,4,3,3,3,2,3,2,5,2,5,4,4,2,4,3,4,3,4,2,1,22,2,1,3,6,5,2,5,6,4,2,7,4,0,88,1
15/04/2020,7:10:35,15/04/2020,7:14:14,219,46.19.86.216,32.0664978,34.76519775,1234561413,4,5,4,4,4,4,5,4,5,2,1,5,4,2,4,4,4,4,3,2,2,5,5,1,5,4,2,1,22,2,1,3,5,5,4,6,7,6,5,7,5,0,63,1
15/04/2020,10:21:35,15/04/2020,10:28:54,439,147.161.13.242,32.0664978,34.76519775,1234561416,1,1,1,1,2,2,1,2,2,3,3,1,1,4,4,1,1,2,2,3,3,3,2,4,3,3,2,0,69,4,3,5,6,5,7,6,5,5,4,5,3,0,100,1
15/04/2020,14:28:30,15/04/2020,14:32:13,222,89.138.12.96,32.0664978,34.76519775,1234561434,4,3,4,4,5,5,4,5,5,3,3,4,5,3,4,3,4,3,3,4,3,4,3,4,3,4,2,1,27,4,4,6,7,6,4,6,4,4,3,4,3,0,0,1
15/04/2020,15:04:50,15/04/2020,15:09:32,281,77.126.43.81,32.0664978,34.76519775,1234561435,5,5,5,5,5,5,5,3,5,2,2,4,4,4,4,5,5,3,3,1,1,5,4,2,4,4,2,1,28,3,3,3,4,7,3,5,5,6,3,4,1,0,75,1
16/04/2020,9:41:42,16/04/2020,9:53:41,718,109.221.152.48,48.85429382,2.352706909,1234561327,5,5,5,5,5,4,5,2,4,1,4,2,3,4,3,2,3,2,2,2,5,3,4,2,4,4,2,1,31,3,4,5,5,5,5,7,6,6,4,4,2,0,100,1
16/04/2020,16:27:18,16/04/2020,16:43:35,976,81.218.166.111,32.0664978,34.76519775,1234561440,2,2,2,2,1,2,2,3,3,2,4,3,2,3,3,3,3,3,3,3,2,3,2,4,3,4,2,0,24,2,3,5,3,3,5,5,3,5,4,3,3,0,75,1
18/04/2020,13:13:43,18/04/2020,13:18:32,289,93.173.93.53,31.7808075,35.22869873,1234561411,3,3,2,2,2,2,2,3,2,4,4,3,2,4,2,3,2,3,3,5,5,2,2,5,3,4,2,1,23,3,3,5,3,6,3,6,2,6,4,5,3,0,88,1
18/04/2020,5:25:57,18/04/2020,5:30:40,282,93.172.106.112,32.0664978,34.76519775,1234561438,5,5,4,5,3,4,5,4,5,2,3,4,5,3,4,4,3,4,3,3,3,4,5,2,4,4,2,1,28,2,3,4,4,6,3,7,6,7,4,6,3,0,75,1
18/04/2020,4:38:46,18/04/2020,6:23:07,3239,147.161.9.143,32.0664978,34.76519775,1234561439,2,3,2,2,3,3,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,4,3,3,3,4,2,1,28,3,3,3,4,5,3,3,5,4,2,6,5,0,88,1
19/04/2020,1:50:02,19/04/2020,2:03:15,793,109.186.215.171,31.81460571,34.77999878,1234561410,2,3,3,2,4,3,2,4,3,5,2,3,3,5,2,3,4,4,4,4,2,3,3,5,2,4,2,1,30,3,4,5,6,5,3,7,4,6,3,4,2,0,75,1